indicator,training_mean,training_sd,standardized_intercept,standardized_residual_sd
wspeed,3.0347796546701318,0.30149077636787136,-0.07940671189445642,0.8350897234001426
chr5sec,1.7468962133983874,0.3201235424900088,-0.07940671189445642,0.8688326980778363
grip,30.756576156130674,10.660616412132418,-0.07052460265668946,0.6689789379942072
fev,2.321265184903479,0.7642900000814986,-0.07052460265668946,0.7890736323186672
hba,14.12556215528214,1.335703044107593,-0.07052594002162776,1.159137685705512
