idauniq,happy
103750,1
103751,1
103751,1
103751,1
103751,1
103752,1
103752,1
103752,1
103752,1
103753,0
103753,0
103753,0
103753,1
103753,1
103754,1
103754,1
103754,1
103754,1
103754,1
103755,1
103755,1
103755,1
103755,1
103756,1
103756,1
103756,1
103756,1
103756,1
103757,1
103757,1
103758,1
103758,1
103758,1
103758,1
103759,1
103759,1
103760,1
103762,0
103762,1
103763,1
103764,1
103764,1
103764,1
103764,1
103764,1
103764,1
103765,1
103765,1
103765,1
103766,1
103766,1
103766,1
103767,0
103767,1
103767,1
103767,1
103767,1
103769,1
103769,0
103769,1
103769,1
103769,1
103769,1
103769,1
103769,1
103770,1
103770,1
103770,1
103770,1
103770,1
103771,1
103771,1
103771,1
103771,1
103772,1
103774,1
103774,1
103774,1
103774,1
103774,1
103775,1
103775,1
103775,1
103775,1
103775,1
103775,0
103775,1
103775,1
103775,1
103776,1
103776,1
103776,1
103776,1
103776,1
103776,1
103776,1
103776,1
103776,1
103777,1
103778,1
103778,1
103778,1
103778,1
103778,1
103778,1
103778,1
103778,0
103778,1
103779,1
103780,1
103780,1
103780,1
103780,1
103780,1
103781,1
103781,1
103781,1
103781,1
103781,1
103781,1
103783,1
103783,1
103783,1
103783,1
103783,1
103783,1
103783,1
103783,1
103783,1
103784,0
103784,1
103784,1
103784,1
103784,1
103784,1
103785,1
103785,1
103786,1
103786,1
103786,1
103786,1
103786,1
103786,1
103786,1
103787,1
103787,1
103787,1
103787,0
103787,1
103787,1
103787,1
103787,0
103789,1
103789,1
103789,1
103789,1
103789,1
103790,1
103790,1
103793,1
103795,1
103795,1
103795,1
103795,1
103795,1
103795,1
103795,1
103795,1
103796,1
103797,1
103797,1
103797,1
103797,1
103797,1
103799,1
103799,1
103799,1
103799,1
103799,1
103799,1
103800,1
103800,1
103800,1
103800,1
103800,1
103800,1
103800,1
103800,1
103801,1
103801,1
103801,1
103801,1
103802,1
103802,0
103802,0
103802,0
103803,1
103803,1
103804,1
103804,1
103805,1
103805,1
103805,1
103806,1
103806,1
103806,1
103806,1
103806,1
103807,1
103807,1
103807,1
103807,1
103807,1
103807,1
103807,1
103807,1
103807,1
103808,1
103808,1
103808,1
103808,1
103808,1
103808,1
103808,1
103808,1
103809,1
103809,1
103809,1
103809,1
103809,1
103809,1
103809,1
103809,1
103809,1
103810,1
103811,1
103812,1
103812,1
103812,1
103812,1
103812,1
103812,0
103812,1
103812,1
103814,1
103814,1
103814,1
103815,1
103815,1
103815,1
103815,1
103815,1
103815,1
103816,1
103816,1
103816,1
103817,1
103817,1
103817,0
103817,1
103818,1
103818,1
103818,1
103818,1
103818,1
103819,1
103819,1
103819,1
103819,1
103819,1
103819,1
103819,1
103819,1
103819,1
103820,1
103820,1
103820,1
103821,1
103821,1
103821,1
103821,1
103822,1
103822,1
103822,1
103822,1
103822,1
103822,1
103822,1
103822,1
103824,1
103825,1
103825,1
103825,1
103825,1
103825,1
103825,1
103826,1
103826,1
103827,1
103827,1
103827,1
103827,1
103827,1
103827,1
103829,1
103829,1
103829,1
103829,1
103829,1
103829,1
103829,1
103829,1
103830,1
103832,1
103832,1
103832,1
103833,1
103833,0
103833,0
103833,1
103833,1
103833,1
103834,1
103834,1
103835,1
103837,1
103837,1
103837,1
103837,1
103837,1
103838,1
103838,1
103838,1
103838,1
103838,1
103838,1
103838,1
103840,1
103840,1
103841,1
103842,1
103842,1
103842,1
103842,1
103842,1
103842,1
103843,1
103843,1
103843,1
103843,1
103843,1
103844,1
103845,1
103846,1
103846,1
103846,1
103846,0
103846,1
103847,1
103848,0
103849,1
103849,1
103849,1
103849,1
103851,1
103851,1
103851,1
103852,0
103852,0
103852,0
103852,0
103854,1
103854,1
103854,1
103855,1
103855,0
103855,0
103855,1
103855,1
103855,1
103855,0
103856,1
103856,1
103856,1
103856,1
103857,1
103857,1
103858,1
103858,1
103858,1
103859,0
103859,0
103859,1
103859,0
103859,0
103859,1
103859,0
103859,1
103859,1
103860,1
103860,1
103860,0
103861,1
103861,1
103861,1
103861,1
103861,1
103861,0
103861,1
103861,1
103863,1
103863,1
103863,0
103863,1
103863,1
103864,1
103864,1
103864,1
103864,1
103864,1
103864,1
103864,1
103865,1
103865,1
103865,1
103865,1
103865,1
103865,1
103865,1
103866,1
103867,1
103867,1
103867,1
103867,1
103867,1
103868,0
103868,1
103869,1
103869,1
103869,1
103870,1
103871,1
103871,1
103871,1
103871,1
103873,1
103874,1
103874,1
103874,1
103874,1
103874,1
103874,1
103875,1
103875,1
103876,1
103876,1
103877,1
103877,1
103877,1
103877,1
103877,1
103878,1
103878,1
103878,0
103878,1
103878,1
103879,1
103879,1
103879,1
103879,1
103879,1
103880,1
103880,1
103880,1
103880,1
103880,1
103880,1
103880,0
103881,1
103881,1
103881,1
103881,1
103881,1
103881,1
103881,1
103882,1
103882,1
103882,1
103883,1
103883,1
103884,1
103884,1
103885,1
103885,1
103886,1
103886,1
103886,1
103886,0
103886,1
103887,1
103887,1
103887,1
103887,1
103887,1
103887,1
103887,1
103887,1
103888,1
103888,1
103888,1
103889,1
103889,1
103889,1
103889,1
103889,1
103889,1
103890,1
103890,1
103890,1
103890,1
103890,1
103890,1
103890,1
103890,1
103891,1
103891,0
103891,0
103891,1
103891,0
103892,1
103892,1
103892,1
103892,1
103892,0
103892,0
103892,1
103892,0
103892,1
103893,1
103893,1
103893,1
103894,1
103895,1
103895,1
103895,0
103895,1
103895,1
103896,0
103897,1
103898,1
103898,1
103901,1
103901,1
103903,1
103903,1
103904,1
103904,1
103904,1
103904,1
103904,1
103904,1
103904,1
103904,1
103904,1
103905,1
103905,1
103905,0
103905,1
103905,1
103906,1
103907,1
103907,1
103907,1
103907,1
103907,1
103907,1
103907,1
103908,1
103908,1
103908,1
103908,1
103908,1
103908,1
103908,1
103909,1
103910,1
103910,1
103910,1
103910,1
103910,1
103910,1
103911,1
103912,1
103912,1
103912,1
103912,1
103912,1
103913,1
103913,1
103913,1
103913,1
103913,1
103913,1
103913,1
103913,1
103913,1
103914,1
103914,1
103915,1
103915,1
103915,1
103915,1
103915,1
103915,1
103915,1
103915,1
103916,1
103916,1
103916,1
103916,1
103917,1
103917,1
103917,1
103919,1
103919,1
103919,1
103919,1
103919,1
103919,1
103920,0
103920,1
103920,1
103921,1
103921,1
103921,1
103922,1
103922,1
103923,0
103924,1
103924,1
103925,1
103925,0
103925,0
103926,1
103928,1
103929,1
103930,1
103931,1
103932,1
103932,1
103932,1
103932,1
103932,1
103932,1
103932,1
103932,1
103932,0
103933,1
103933,1
103933,1
103933,1
103933,1
103933,1
103934,1
103934,1
103934,1
103934,1
103935,1
103936,0
103936,1
103936,0
103936,0
103936,0
103936,0
103936,1
103936,0
103936,1
103938,1
103938,1
103938,1
103938,1
103938,1
103938,1
103939,1
103939,1
103939,1
103940,1
103940,1
103940,1
103940,1
103940,1
103940,1
103940,1
103941,0
103941,0
103941,0
103942,1
103942,1
103943,1
103943,1
103943,1
103943,1
103943,1
103943,1
103944,1
103944,1
103945,1
103945,1
103945,1
103945,1
103945,1
103945,1
103945,1
103945,1
103946,0
103946,1
103946,1
103946,1
103946,1
103946,1
103946,1
103946,1
103947,1
103947,1
103947,1
103947,0
103948,1
103948,1
103948,1
103948,1
103949,1
103949,1
103949,0
103949,0
103949,1
103949,0
103949,1
103950,1
103951,1
103951,1
103951,1
103951,0
103951,1
103952,1
103953,1
103954,1
103954,1
103954,1
103954,1
103955,0
103955,1
103955,1
103955,1
103956,1
103956,1
103956,1
103956,1
103956,1
103957,1
103957,1
103957,1
103957,1
103957,1
103957,1
103957,1
103957,1
103957,1
103958,1
103958,1
103958,1
103959,1
103959,1
103959,1
103960,1
103960,1
103960,1
103960,1
103960,1
103960,1
103960,1
103960,1
103960,1
103961,1
103961,1
103961,1
103961,1
103961,1
103961,0
103961,1
103961,0
103961,0
103962,1
103963,1
103963,1
103964,1
103964,1
103964,1
103964,1
103964,1
103964,1
103965,1
103965,1
103965,1
103965,1
103966,1
103966,1
103966,1
103966,1
103966,0
103967,1
103967,1
103967,1
103967,1
103967,1
103967,1
103967,1
103967,1
103968,1
103968,0
103968,1
103968,0
103968,1
103968,0
103968,0
103969,1
103970,1
103970,1
103970,1
103971,1
103972,1
103972,1
103972,1
103972,1
103972,1
103973,1
103973,1
103973,1
103973,1
103973,1
103974,1
103975,1
103975,1
103975,1
103977,1
103977,1
103977,1
103977,1
103977,1
103977,1
103977,1
103977,1
103978,1
103978,0
103978,1
103978,1
103978,1
103978,1
103979,1
103980,1
103980,1
103980,1
103980,1
103980,1
103980,1
103980,1
103981,1
103982,1
103983,1
103983,1
103983,1
103983,1
103983,1
103983,1
103983,1
103984,1
103984,1
103984,0
103984,1
103984,1
103984,1
103984,1
103984,1
103986,1
103986,1
103986,1
103986,1
103987,0
103987,0
103987,1
103987,1
103987,1
103987,1
103987,1
103988,1
103988,1
103989,1
103989,1
103989,1
103989,1
103989,1
103989,1
103990,1
103990,1
103991,1
103992,1
103993,1
103993,1
103993,1
103993,0
103993,1
103993,1
103993,1
103993,1
103994,1
103995,1
103996,1
103996,1
103996,1
103996,1
103996,1
103996,1
103996,1
103996,0
103997,0
103997,1
103997,1
103997,1
103997,1
103997,1
103997,1
103997,1
103997,1
103998,1
103998,1
103998,1
103998,1
103998,0
103998,1
103998,1
103999,1
103999,1
104000,1
104000,1
104000,1
104000,1
104001,1
104001,1
104001,1
104001,1
104001,1
104001,0
104002,1
104002,1
104002,1
104004,1
104004,1
104004,1
104004,1
104004,1
104004,1
104004,1
104005,1
104005,1
104005,1
104005,1
104005,1
104005,1
104005,1
104006,1
104006,1
104007,1
104007,1
104008,1
104008,1
104008,1
104008,1
104008,1
104008,1
104008,1
104008,1
104008,1
104009,0
104009,1
104009,1
104009,1
104009,1
104009,1
104009,1
104010,1
104010,1
104010,1
104010,1
104010,1
104010,1
104010,1
104010,1
104011,1
104012,1
104012,1
104012,0
104012,1
104012,0
104013,1
104014,1
104014,1
104014,1
104014,1
104014,1
104014,1
104014,1
104015,1
104016,0
104016,1
104016,1
104016,1
104016,1
104016,1
104016,1
104017,1
104017,1
104017,1
104017,1
104017,1
104017,1
104017,0
104017,1
104017,0
104018,1
104018,1
104018,1
104018,1
104018,1
104018,1
104018,1
104019,1
104019,1
104021,1
104021,1
104021,1
104021,1
104021,1
104021,1
104021,1
104021,1
104022,1
104022,1
104022,1
104022,1
104023,1
104023,1
104023,1
104023,1
104023,1
104023,1
104023,1
104023,1
104024,1
104024,1
104024,1
104024,1
104024,1
104024,1
104026,1
104026,1
104027,1
104027,1
104027,1
104028,1
104029,0
104029,1
104029,1
104029,0
104029,0
104029,1
104030,1
104030,1
104030,1
104030,1
104030,1
104030,1
104030,1
104030,1
104030,1
104031,1
104031,1
104032,1
104033,1
104033,1
104033,1
104033,1
104033,1
104033,1
104033,1
104034,1
104034,1
104034,1
104034,1
104034,1
104034,1
104034,1
104034,1
104034,1
104035,1
104036,1
104036,1
104036,1
104036,1
104037,1
104037,1
104037,1
104037,1
104037,1
104037,1
104037,1
104037,1
104038,1
104039,1
104039,0
104039,1
104039,0
104039,0
104039,1
104039,0
104040,1
104040,1
104040,1
104040,1
104040,1
104040,1
104040,1
104041,1
104041,1
104041,1
104041,1
104042,1
104042,1
104042,1
104042,1
104042,1
104042,1
104042,1
104042,1
104042,1
104043,1
104043,1
104044,1
104044,1
104044,1
104044,1
104044,1
104044,1
104044,1
104044,1
104045,1
104045,1
104045,1
104045,1
104045,1
104046,1
104046,1
104046,1
104046,1
104046,1
104046,1
104046,1
104046,1
104047,1
104047,1
104047,1
104047,1
104047,1
104047,1
104047,1
104047,1
104047,1
104049,1
104049,1
104049,1
104049,1
104049,1
104049,1
104049,1
104050,1
104051,1
104051,1
104051,1
104051,1
104052,1
104053,1
104053,1
104053,1
104053,1
104053,1
104053,1
104053,1
104053,1
104053,1
104054,1
104054,1
104054,1
104054,1
104054,1
104054,1
104054,1
104054,1
104054,1
104055,1
104056,1
104056,1
104056,1
104057,1
104057,1
104057,1
104057,1
104057,1
104057,1
104057,1
104059,1
104059,1
104059,1
104059,1
104059,1
104060,1
104060,1
104061,1
104061,1
104061,1
104063,1
104064,1
104064,1
104064,0
104064,1
104064,1
104064,1
104065,0
104065,1
104065,0
104065,1
104065,1
104065,1
104065,1
104065,1
104066,1
104067,0
104067,1
104067,1
104067,1
104068,1
104068,1
104068,1
104068,1
104068,1
104068,1
104068,1
104068,1
104068,1
104070,1
104070,1
104070,1
104070,1
104070,1
104070,1
104070,1
104071,1
104071,1
104071,1
104071,1
104071,1
104071,1
104071,1
104071,1
104071,1
104072,1
104072,1
104072,1
104072,0
104072,0
104073,1
104073,1
104074,1
104074,1
104074,1
104074,1
104074,1
104074,1
104074,1
104074,1
104075,1
104075,1
104075,1
104075,1
104075,1
104075,1
104075,1
104075,1
104077,1
104078,1
104078,1
104078,1
104078,1
104078,1
104078,1
104079,1
104079,1
104079,1
104079,1
104079,1
104079,1
104079,1
104079,1
104079,1
104080,1
104080,1
104081,1
104081,1
104081,1
104081,1
104081,1
104081,1
104081,1
104082,1
104082,1
104082,1
104083,1
104083,1
104084,1
104086,1
104086,1
104086,1
104086,1
104086,1
104086,1
104086,1
104087,1
104087,1
104087,1
104087,1
104087,1
104087,1
104087,1
104087,1
104088,1
104088,1
104088,1
104088,1
104089,1
104089,1
104089,0
104089,1
104089,0
104090,1
104091,1
104091,1
104091,1
104092,1
104092,1
104092,1
104092,1
104092,1
104092,0
104093,1
104093,1
104093,1
104094,1
104094,0
104094,1
104095,1
104095,1
104096,1
104096,1
104096,1
104096,1
104096,1
104096,1
104096,1
104097,1
104097,1
104098,1
104098,1
104098,1
104098,1
104098,1
104098,1
104098,1
104099,1
104099,0
104100,1
104100,1
104100,1
104100,1
104101,1
104101,1
104101,1
104101,1
104101,1
104101,1
104101,1
104101,1
104102,1
104102,1
104102,1
104102,1
104104,1
104104,1
104105,1
104105,1
104105,1
104106,0
104106,0
104106,1
104106,1
104107,1
104107,1
104108,1
104108,1
104108,1
104108,1
104108,1
104109,1
104109,1
104109,1
104109,1
104109,1
104109,1
104110,1
104112,1
104112,1
104112,1
104112,0
104112,1
104112,0
104112,1
104113,1
104113,1
104113,1
104113,1
104114,0
104114,1
104114,1
104114,1
104114,1
104114,1
104114,1
104114,1
104114,1
104115,1
104116,1
104116,1
104116,1
104116,1
104116,1
104116,1
104116,1
104117,1
104117,1
104117,1
104117,1
104117,1
104118,1
104119,1
104119,0
104119,1
104119,1
104119,1
104119,1
104119,1
104119,1
104120,1
104120,1
104121,1
104122,0
104123,1
104123,1
104124,1
104124,1
104124,1
104124,1
104124,1
104125,1
104125,1
104125,1
104126,1
104127,1
104127,1
104127,1
104127,1
104127,1
104127,1
104127,1
104127,1
104127,1
104128,1
104128,1
104128,1
104128,1
104128,1
104128,1
104128,1
104128,1
104128,1
104129,1
104129,1
104129,1
104129,1
104130,1
104130,1
104130,1
104130,1
104130,1
104130,1
104131,1
104131,1
104131,1
104131,1
104131,1
104131,1
104132,1
104132,1
104132,1
104132,1
104132,1
104132,1
104132,1
104132,1
104132,1
104133,1
104133,1
104133,1
104133,1
104133,0
104134,1
104134,1
104134,1
104135,1
104135,1
104135,1
104135,1
104135,1
104135,1
104135,1
104136,1
104137,1
104137,0
104137,0
104137,1
104137,0
104138,1
104138,1
104138,1
104138,1
104138,1
104138,1
104138,1
104139,1
104139,0
104139,0
104139,0
104139,1
104139,1
104139,1
104139,0
104139,1
104141,1
104141,0
104142,1
104143,0
104145,1
104145,1
104146,1
104146,1
104146,1
104146,1
104146,1
104146,1
104147,1
104147,1
104147,1
104147,1
104147,1
104147,1
104150,0
104150,0
104150,1
104150,0
104150,1
104150,1
104150,1
104150,1
104150,1
104151,1
104151,1
104151,1
104151,1
104151,1
104152,1
104152,1
104152,1
104152,1
104152,1
104152,1
104152,1
104152,1
104153,1
104154,1
104154,1
104154,1
104154,0
104154,0
104154,1
104154,0
104154,1
104155,1
104155,0
104156,1
104157,1
104157,1
104157,1
104157,1
104158,1
104159,1
104159,1
104159,1
104159,1
104159,1
104159,1
104159,0
104159,1
104160,1
104160,1
104160,1
104160,0
104160,1
104161,0
104161,1
104161,0
104161,1
104161,1
104161,0
104162,1
104162,0
104162,1
104162,0
104162,0
104162,1
104162,1
104162,1
104162,0
104163,1
104163,1
104163,1
104163,1
104163,1
104163,1
104163,0
104163,1
104163,1
104164,0
104164,1
104164,0
104164,0
104165,1
104165,1
104165,1
104165,1
104165,0
104165,1
104165,1
104165,1
104165,1
104166,1
104166,1
104166,1
104166,1
104166,1
104166,1
104167,1
104167,1
104167,1
104167,1
104167,1
104168,1
104168,1
104168,1
104168,1
104169,1
104169,1
104169,1
104170,1
104170,1
104170,1
104170,1
104171,1
104171,1
104172,0
104172,0
104172,1
104173,1
104173,0
104175,1
104175,1
104175,1
104176,1
104176,1
104177,1
104177,1
104178,1
104178,1
104178,1
104178,1
104178,1
104179,1
104179,1
104179,1
104179,1
104180,1
104180,1
104180,1
104181,1
104181,1
104182,1
104183,1
104183,1
104183,1
104183,1
104183,1
104183,1
104185,1
104185,1
104185,1
104185,1
104185,1
104186,1
104186,1
104186,1
104186,1
104186,1
104186,1
104186,1
104186,1
104186,1
104187,1
104187,1
104187,1
104187,1
104187,1
104187,1
104188,1
104188,1
104189,1
104189,1
104192,1
104192,1
104192,1
104192,1
104192,1
104192,1
104192,1
104192,1
104192,1
104194,1
104194,1
104194,1
104194,1
104194,1
104194,1
104194,1
104194,1
104195,1
104195,1
104195,1
104197,1
104197,1
104197,0
104197,0
104198,1
104198,1
104198,1
104199,1
104199,1
104199,1
104199,1
104199,0
104199,1
104200,1
104200,1
104200,1
104201,1
104201,1
104201,1
104201,1
104202,1
104202,1
104202,1
104202,1
104202,1
104203,1
104204,1
104205,1
104205,0
104206,1
104206,1
104206,1
104206,1
104207,1
104207,1
104207,1
104207,1
104207,1
104207,0
104207,0
104208,1
104208,1
104208,1
104209,0
104209,0
104209,1
104209,1
104209,1
104210,1
104212,1
104213,1
104213,1
104214,1
104214,1
104214,1
104214,1
104214,1
104214,1
104214,1
104215,1
104215,1
104215,1
104216,0
104216,0
104216,0
104217,1
104217,1
104217,1
104220,0
104220,1
104220,0
104220,0
104222,1
104222,1
104222,1
104223,0
104223,0
104223,1
104223,0
104223,1
104223,0
104224,1
104224,1
104224,1
104224,1
104224,1
104224,1
104224,1
104224,1
104225,1
104225,1
104226,0
104226,1
104226,1
104226,1
104226,1
104226,1
104226,1
104226,1
104226,1
104227,0
104228,1
104228,1
104228,1
104228,1
104228,1
104229,1
104231,1
104231,1
104231,0
104231,1
104231,1
104231,1
104231,1
104231,1
104231,1
104232,1
104232,1
104232,1
104232,1
104233,1
104233,1
104234,1
104235,1
104235,1
104235,1
104235,1
104235,1
104235,1
104235,1
104235,1
104236,0
104237,1
104237,1
104237,1
104237,1
104237,1
104237,1
104239,1
104239,1
104239,1
104240,1
104242,1
104242,1
104242,1
104242,1
104242,1
104242,1
104242,1
104242,1
104242,1
104243,1
104243,1
104243,1
104243,1
104246,1
104246,1
104246,1
104246,1
104246,1
104246,1
104246,1
104246,1
104246,0
104247,1
104248,1
104248,1
104248,1
104249,1
104250,1
104250,1
104250,0
104250,1
104250,1
104251,1
104251,1
104252,1
104252,1
104252,1
104252,1
104252,1
104253,1
104254,1
104254,1
104254,1
104254,0
104254,1
104254,1
104254,1
104254,1
104254,0
104255,1
104255,1
104255,1
104255,1
104255,1
104255,1
104255,1
104255,1
104257,0
104257,1
104257,1
104257,0
104257,0
104258,1
104258,1
104258,1
104258,1
104258,1
104258,1
104258,1
104258,1
104258,1
104260,1
104260,0
104260,1
104260,0
104260,0
104260,1
104261,1
104262,1
104262,1
104262,1
104262,1
104262,1
104264,1
104264,1
104265,1
104265,0
104265,1
104265,1
104266,1
104266,1
104266,1
104268,1
104268,1
104268,1
104268,1
104269,1
104269,1
104269,1
104269,1
104269,1
104269,1
104269,1
104269,1
104269,1
104270,1
104270,1
104270,1
104270,1
104272,1
104272,1
104273,1
104274,0
104274,0
104274,0
104274,0
104275,1
104275,1
104276,1
104276,1
104276,1
104276,1
104276,1
104276,1
104277,0
104277,1
104277,1
104278,1
104278,1
104278,1
104278,1
104278,1
104278,1
104278,1
104278,0
104279,1
104279,0
104279,1
104279,1
104280,1
104280,1
104280,1
104280,1
104280,1
104280,1
104280,1
104281,1
104281,1
104281,1
104281,1
104281,1
104281,1
104283,1
104283,1
104284,1
104284,1
104285,1
104285,1
104285,1
104285,0
104285,0
104285,0
104285,0
104285,0
104285,1
104286,1
104286,1
104287,1
104287,1
104287,0
104287,1
104287,0
104287,1
104288,1
104289,1
104289,1
104289,1
104289,1
104289,1
104290,1
104290,1
104290,1
104290,1
104290,1
104291,1
104291,1
104291,1
104291,1
104291,1
104291,1
104291,1
104292,1
104292,1
104292,1
104292,1
104293,1
104293,1
104293,1
104293,0
104293,1
104293,1
104293,1
104293,1
104293,1
104295,1
104295,1
104295,1
104296,1
104296,1
104296,1
104296,1
104297,1
104297,1
104297,1
104298,0
104298,1
104298,1
104298,1
104299,1
104299,1
104299,0
104299,1
104299,1
104299,0
104300,1
104300,1
104300,1
104300,1
104301,1
104301,1
104301,1
104302,1
104303,1
104303,1
104303,1
104303,1
104304,1
104305,1
104305,1
104305,1
104305,1
104306,1
104306,1
104306,1
104306,1
104306,1
104306,1
104306,1
104306,1
104307,1
104307,1
104307,1
104307,1
104307,1
104307,1
104308,1
104309,1
104310,1
104310,1
104310,0
104311,1
104311,1
104311,1
104311,1
104312,1
104312,1
104312,0
104312,0
104312,0
104312,0
104313,1
104313,1
104313,1
104313,1
104313,1
104313,1
104313,1
104313,1
104313,1
104314,1
104314,1
104314,1
104314,1
104314,1
104314,1
104315,0
104315,1
104317,1
104317,1
104317,0
104317,1
104317,1
104317,1
104317,1
104317,1
104318,1
104319,1
104319,1
104319,1
104322,1
104323,1
104323,1
104323,1
104323,1
104323,1
104323,1
104323,1
104323,1
104323,1
104324,1
104324,1
104324,1
104324,1
104324,1
104324,1
104324,0
104324,1
104324,1
104325,1
104325,1
104326,1
104326,1
104326,1
104326,1
104327,1
104327,0
104327,0
104327,1
104328,1
104328,1
104328,1
104328,1
104328,1
104328,1
104329,1
104329,1
104329,1
104329,1
104329,1
104329,0
104329,1
104329,1
104331,1
104331,1
104331,1
104331,1
104333,1
104333,1
104333,1
104333,1
104334,1
104334,1
104334,1
104334,1
104334,1
104334,1
104336,1
104336,1
104336,1
104336,1
104336,1
104336,1
104336,1
104337,1
104337,1
104337,1
104338,1
104338,1
104338,1
104338,0
104338,1
104338,1
104338,1
104338,1
104340,1
104340,1
104341,1
104341,1
104341,1
104341,1
104342,1
104342,1
104342,1
104342,1
104342,1
104342,1
104342,1
104342,1
104343,1
104343,0
104343,1
104343,1
104343,1
104344,0
104344,1
