idauniq,happy
105934,0
105934,1
105934,1
105934,1
105934,1
105935,1
105935,1
105935,1
105935,1
105935,1
105935,0
105936,1
105936,1
105937,1
105937,1
105937,1
105937,1
105937,1
105937,1
105937,1
105940,1
105940,1
105941,1
105941,1
105941,1
105942,1
105943,0
105944,1
105944,1
105944,1
105945,1
105945,1
105946,1
105946,1
105946,0
105946,0
105946,1
105946,1
105947,1
105947,1
105947,1
105948,1
105948,1
105948,1
105948,1
105948,1
105948,1
105948,1
105949,1
105949,1
105949,1
105950,1
105950,1
105950,1
105951,1
105951,0
105952,1
105952,0
105952,1
105952,1
105952,1
105952,1
105952,1
105952,1
105955,1
105955,1
105956,1
105956,1
105956,1
105957,1
105958,0
105958,1
105958,1
105958,1
105958,1
105958,0
105958,1
105958,0
105958,0
105959,0
105959,1
105959,0
105960,1
105960,1
105960,1
105960,1
105960,1
105960,1
105960,1
105961,0
105961,1
105961,1
105961,1
105961,1
105961,1
105961,1
105964,1
105965,1
105965,0
105965,1
105965,1
105965,1
105965,1
105965,1
105965,0
105966,1
105966,1
105966,1
105966,1
105966,1
105966,0
105967,1
105967,1
105968,1
105968,1
105968,1
105968,1
105968,1
105968,1
105969,1
105969,1
105970,1
105970,1
105970,1
105973,0
105974,1
105974,1
105974,1
105974,1
105974,1
105974,1
105974,1
105975,1
105975,1
105975,1
105975,1
105975,1
105975,1
105975,1
105975,1
105975,1
105976,1
105976,1
105976,1
105976,1
105976,1
105976,1
105976,1
105977,1
105977,1
105977,1
105977,1
105978,1
105978,0
105978,1
105978,0
105978,0
105978,0
105978,0
105978,0
105978,0
105980,1
105980,1
105980,1
105980,0
105980,1
105980,1
105980,1
105980,1
105981,1
105981,1
105981,1
105981,0
105982,1
105982,1
105983,1
105983,1
105983,1
105983,1
105983,1
105986,1
105986,1
105986,1
105986,0
105986,0
105987,1
105987,1
105988,1
105988,1
105988,1
105988,1
105988,1
105988,1
105988,1
105988,1
105988,1
105989,1
105989,1
105989,1
105990,1
105990,1
105991,1
105991,1
105993,1
105994,0
105994,1
105994,1
105994,1
105994,1
105994,1
105994,1
105994,1
105994,1
105995,1
105995,1
105995,1
105996,1
105996,1
105996,1
105996,1
105996,1
105997,1
105997,1
105997,0
105997,1
105998,1
105998,1
105998,1
105998,1
105998,1
106001,1
106003,1
106003,1
106003,1
106003,1
106003,1
106003,1
106003,1
106003,1
106004,0
106004,1
106004,1
106004,0
106005,1
106005,1
106005,1
106005,1
106005,1
106005,1
106005,1
106005,1
106005,1
106006,1
106006,1
106006,1
106006,1
106006,1
106006,1
106006,1
106006,1
106006,1
106008,0
106009,1
106009,1
106009,1
106009,1
106009,0
106012,1
106012,1
106012,1
106013,1
106013,1
106013,0
106013,0
106013,1
106013,1
106013,1
106013,1
106013,1
106014,1
106014,1
106015,1
106015,1
106015,1
106015,1
106015,1
106015,1
106015,1
106016,1
106016,1
106017,1
106017,1
106017,1
106019,1
106019,1
106019,1
106019,1
106019,1
106019,1
106019,1
106019,1
106019,1
106020,1
106020,1
106020,1
106020,1
106020,1
106021,1
106021,1
106021,1
106021,1
106022,1
106022,1
106023,1
106023,1
106023,1
106023,1
106023,1
106023,1
106023,1
106023,1
106023,1
106024,1
106024,1
106024,1
106025,1
106025,1
106025,1
106025,1
106025,1
106025,1
106025,1
106025,1
106026,1
106026,1
106026,1
106026,1
106026,1
106028,1
106028,1
106028,1
106028,1
106028,1
106028,1
106028,1
106028,1
106029,1
106030,1
106031,1
106031,1
106031,1
106031,1
106031,1
106031,1
106031,1
106031,1
106032,1
106032,0
106032,1
106034,1
106034,1
106034,1
106034,1
106034,1
106035,0
106035,1
106035,1
106035,1
106035,0
106037,1
106037,1
106037,1
106037,1
106037,1
106037,1
106037,1
106038,0
106038,0
106038,1
106038,0
106039,1
106039,1
106039,1
106039,1
106039,1
106039,1
106040,1
106040,1
106040,1
106040,0
106040,1
106040,1
106040,1
106040,1
106040,1
106041,1
106041,1
106043,1
106043,1
106043,1
106043,1
106043,1
106043,1
106043,1
106044,1
106045,1
106045,1
106045,1
106045,1
106046,1
106046,0
106046,1
106046,1
106046,1
106046,1
106046,1
106046,1
106046,1
106047,1
106047,1
106047,1
106048,1
106048,1
106048,0
106048,1
106049,1
106049,1
106051,1
106051,1
106052,1
106052,1
106052,1
106052,1
106052,1
106052,1
106052,1
106052,1
106052,1
106053,1
106054,1
106055,1
106055,1
106055,1
106055,1
106056,1
106056,1
106056,0
106057,1
106057,1
106057,1
106059,0
106059,0
106059,0
106059,1
106060,1
106061,0
106061,1
106061,1
106061,1
106061,1
106061,1
106061,1
106062,1
106062,1
106062,1
106062,1
106062,1
106062,1
106062,1
106062,1
106062,1
106064,1
106064,1
106064,1
106064,1
106065,1
106065,1
106065,1
106065,1
106065,1
106065,1
106065,1
106066,1
106066,1
106066,1
106066,1
106066,1
106066,1
106066,1
106066,1
106066,1
106067,1
106068,0
106068,1
106068,1
106068,1
106068,1
106068,1
106068,1
106068,1
106068,1
106069,0
106069,1
106069,1
106069,1
106069,1
106069,1
106070,1
106070,1
106070,1
106070,0
106071,1
106071,1
106071,1
106071,1
106071,1
106071,1
106071,1
106071,1
106071,1
106072,1
106072,1
106072,1
106072,1
106072,1
106073,1
106073,0
106074,1
106074,1
106074,1
106074,1
106074,1
106074,1
106075,1
106075,1
106075,1
106075,1
106075,1
106076,1
106076,1
106076,1
106076,1
106076,1
106076,1
106076,1
106076,1
106076,1
106078,0
106078,1
106078,1
106078,1
106078,1
106079,1
106079,1
106079,1
106079,1
106079,1
106079,1
106079,0
106079,1
106079,1
106080,1
106080,1
106080,0
106081,1
106081,1
106081,1
106081,1
106083,1
106083,1
106084,1
106084,1
106085,1
106085,1
106085,1
106085,1
106085,1
106085,1
106085,1
106086,1
106086,1
106086,1
106086,1
106086,1
106086,1
106087,0
106087,1
106087,1
106087,0
106087,0
106087,1
106087,1
106087,1
106087,0
106088,1
106089,1
106091,0
106091,1
106091,1
106091,1
106092,1
106092,1
106093,1
106093,1
106093,1
106093,1
106093,1
106093,1
106094,1
106095,1
106095,1
106095,1
106095,1
106095,1
106095,0
106095,1
106095,1
106096,1
106096,0
106096,1
106096,1
106096,1
106096,1
106097,1
106097,1
106097,1
106097,1
106097,0
106097,1
106097,1
106097,1
106097,1
106098,1
106098,1
106098,1
106098,1
106098,1
106098,1
106098,1
106100,1
106100,1
106100,1
106100,1
106100,1
106100,1
106100,1
106100,1
106101,1
106101,1
106101,1
106101,1
106101,1
106103,1
106103,1
106104,1
106104,1
106105,1
106105,1
106106,1
106106,1
106106,1
106106,1
106106,1
106108,1
106108,1
106110,1
106110,1
106110,1
106110,1
106111,1
106112,1
106112,1
106112,1
106112,1
106112,1
106112,1
106112,1
106112,1
106113,1
106113,1
106113,1
106113,1
106113,1
106113,1
106113,1
106113,1
106113,1
106114,1
106115,1
106115,0
106116,1
106116,1
106117,1
106117,1
106117,1
106117,1
106117,1
106117,1
106117,1
106118,1
106118,1
106118,1
106118,1
106118,1
106118,1
106118,1
106119,1
106119,1
106119,1
106119,1
106119,1
106119,1
106119,1
106122,1
106122,1
106122,1
106122,1
106122,1
106122,1
106123,1
106124,1
106124,1
106124,1
106124,1
106124,1
106125,1
106125,1
106125,1
106125,1
106125,1
106125,1
106125,1
106125,1
106125,1
106126,1
106126,1
106126,1
106126,1
106126,1
106126,1
106128,1
106129,1
106129,1
106129,0
106129,0
106129,1
106129,1
106129,1
106130,1
106130,1
106130,1
106132,1
106132,1
106132,1
106132,1
106132,1
106132,1
106132,1
106132,1
106133,1
106133,1
106133,1
106133,1
106133,1
106133,0
106133,1
106133,1
106134,1
106134,1
106134,1
106134,1
106134,1
106134,1
106134,1
106134,1
106134,1
106136,1
106136,1
106136,1
106136,1
106137,1
106137,1
106137,1
106137,1
106137,1
106137,1
106137,1
106138,1
106138,1
106138,1
106138,1
106138,1
106138,1
106139,1
106139,1
106141,1
106141,1
106141,1
106142,1
106142,0
106143,1
106144,1
106144,1
106144,1
106144,1
106145,1
106145,1
106145,1
106146,1
106146,1
106148,1
106148,1
106148,1
106148,1
106148,1
106148,1
106149,1
106150,1
106151,1
106151,1
106151,1
106151,1
106151,1
106152,1
106152,1
106153,1
106153,1
106154,1
106154,1
106154,1
106154,1
106154,1
106154,1
106154,1
106155,1
106155,1
106155,1
106155,1
106156,1
106156,1
106157,1
106157,1
106157,1
106158,1
106158,1
106158,1
106158,1
106159,1
106159,0
106159,0
106159,0
106159,1
106159,0
106161,1
106162,1
106162,1
106162,1
106162,1
106162,1
106162,1
106162,1
106163,1
106163,1
106164,1
106164,1
106164,1
106164,1
106164,1
106164,1
106164,1
106164,1
106164,1
106166,1
106166,1
106166,1
106166,1
106166,1
106167,1
106167,1
106167,1
106167,1
106167,1
106168,1
106169,1
106169,0
106169,0
106171,1
106171,1
106171,1
106171,1
106171,1
106171,1
106171,1
106172,1
106172,1
106172,1
106172,1
106172,1
106172,1
106172,1
106172,1
106172,1
106173,1
106173,1
106173,1
106174,1
106174,1
106174,1
106174,1
106174,1
106174,1
106175,0
106176,1
106176,1
106177,1
106177,1
106177,1
106177,1
106177,1
106177,0
106177,1
106177,1
106178,1
106179,1
106180,1
106182,1
106182,1
106182,1
106182,1
106183,1
106183,1
106183,1
106183,1
106183,1
106183,1
106183,1
106184,1
106185,1
106185,1
106185,1
106185,1
106185,0
106185,1
106186,1
106186,1
106186,1
106186,1
106186,1
106186,1
106186,1
106186,1
106187,1
106187,1
106188,1
106189,1
106189,1
106189,1
106189,1
106189,1
106189,1
106189,1
106189,1
106190,1
106190,1
106190,1
106190,1
106190,1
106190,1
106190,1
106190,1
106191,1
106193,0
106193,1
106193,0
106193,1
106193,0
106193,1
106193,1
106194,1
106194,1
106194,1
106194,1
106194,1
106194,1
106195,1
106195,0
106195,1
106195,1
106195,1
106195,0
106195,0
106196,1
106196,0
106196,1
106196,1
106196,1
106196,1
106196,1
106196,1
106196,1
106197,1
106197,1
106197,1
106197,1
106197,1
106197,1
106197,1
106197,1
106197,1
106198,0
106198,1
106199,1
106199,1
106199,1
106199,1
106199,1
106199,1
106199,1
106199,1
106200,1
106201,1
106201,1
106202,1
106202,1
106202,1
106203,1
106203,1
106205,1
106205,1
106205,1
106205,1
106205,1
106205,1
106205,1
106205,1
106206,1
106206,1
106206,1
106206,1
106206,1
106206,1
106206,1
106207,1
106207,1
106207,1
106208,1
106208,1
106208,1
106208,1
106208,0
106208,1
106208,1
106208,1
106209,1
106209,1
106209,1
106209,1
106209,1
106209,1
106209,1
106209,1
106209,1
106210,1
106210,1
106210,1
106210,1
106210,1
106212,1
106212,1
106212,1
106212,1
106212,1
106212,1
106212,1
106212,1
106212,1
106214,1
106215,1
106215,1
106215,1
106215,1
106215,1
106215,1
106215,1
106215,1
106215,1
106216,1
106216,1
106216,1
106216,1
106217,1
106219,1
106219,1
106220,1
106220,1
106220,1
106220,1
106220,1
106221,1
106221,1
106221,1
106221,1
106221,1
106221,0
106222,1
106222,1
106223,1
106223,0
106223,1
106223,1
106223,1
106224,1
106224,1
106224,1
106225,1
106225,1
106225,1
106225,1
106225,1
106225,1
106225,1
106227,1
106227,1
106227,1
106227,1
106227,1
106227,1
106227,1
106227,1
106227,1
106228,1
106228,0
106228,0
106228,1
106228,1
106228,1
106231,1
106231,1
106231,1
106231,1
106231,1
106232,0
106232,0
106232,0
106233,1
106233,1
106233,1
106233,1
106233,1
106234,1
106234,1
106234,0
106235,1
106235,1
106235,1
106235,1
106235,1
106236,1
106236,1
106236,1
106236,1
106236,1
106236,1
106237,1
106238,1
106238,1
106239,1
106240,1
106240,1
106240,1
106241,1
106241,1
106242,1
106243,1
106243,1
106243,1
106243,1
106243,1
106243,1
106244,1
106245,1
106245,1
106245,1
106245,1
106245,1
106245,1
106245,1
106246,1
106246,0
106246,1
106247,1
106248,1
106248,1
106248,1
106248,1
106248,1
106248,1
106248,1
106249,1
106249,1
106249,1
106249,1
106249,1
106249,1
106249,1
106249,1
106249,1
106250,1
106250,1
106250,1
106250,1
106250,1
106250,1
106250,1
106250,1
106253,1
106254,1
106254,1
106254,1
106254,0
106254,1
106254,1
106254,1
106255,1
106256,1
106256,1
106257,1
106257,1
106257,1
106257,1
106257,1
106257,1
106257,1
106258,1
106258,1
106258,1
106259,1
106259,1
106259,1
106259,1
106259,1
106259,1
106260,1
106260,1
106260,1
106260,1
106260,1
106260,1
106261,1
106262,1
106263,1
106263,1
106263,1
106263,1
106264,1
106264,0
106264,0
106265,1
106266,1
106266,1
106266,1
106266,1
106266,1
106266,1
106266,1
106266,1
106266,1
106267,1
106267,1
106267,1
106267,1
106268,1
106268,1
106269,1
106269,1
106269,1
106269,1
106269,1
106269,0
106269,1
106272,1
106272,1
106272,1
106275,1
106275,1
106275,1
106275,1
106276,0
106276,1
106276,1
106276,1
106276,1
106277,0
106277,1
106277,1
106277,1
106278,1
106278,1
106278,1
106279,1
106279,1
106279,1
106279,1
106279,1
106279,1
106279,1
106279,1
106279,1
106280,1
106280,1
106280,1
106280,1
106280,1
106280,1
106280,1
106282,1
106282,0
106282,1
106283,1
106284,0
106284,1
106284,1
106285,1
106285,1
106285,1
106285,1
106286,0
106286,1
106286,1
106286,1
106286,1
106286,1
106287,1
106288,1
106289,0
106289,1
106290,1
106290,1
106290,1
106290,1
106292,1
106292,1
106292,1
106292,1
106292,1
106292,1
106293,1
106293,1
106293,1
106294,1
106294,1
106294,1
106294,1
106294,1
106294,1
106294,1
106295,0
106295,1
106295,1
106295,1
106295,0
106295,1
106295,1
106295,1
106296,1
106296,1
106296,1
106296,1
106296,0
106296,1
106296,1
106297,1
106297,1
106297,1
106297,1
106297,1
106297,1
106298,1
106298,1
106299,1
106299,1
106299,1
106299,1
106299,1
106299,0
106300,1
106300,1
106300,1
106300,1
106300,1
106300,1
106301,1
106301,1
106301,1
106301,1
106302,1
106302,1
106302,1
106302,1
106302,1
106302,1
106302,1
106302,0
106302,1
106303,1
106303,1
106303,1
106303,1
106303,1
106303,1
106305,1
106305,1
106305,1
106305,1
106305,1
106305,1
106305,1
106305,1
106307,1
106307,1
106307,1
106307,1
106307,1
106307,1
106307,1
106307,1
106307,1
106308,1
106308,1
106308,1
106308,1
106308,1
106309,1
106309,1
106309,1
106309,1
106309,1
106309,1
106309,1
106309,1
106309,1
106310,1
106310,0
106310,1
106310,1
106311,1
106312,0
106312,0
106312,0
106313,1
106313,1
106313,1
106313,1
106314,1
106314,1
106314,1
106314,1
106314,1
106314,1
106314,1
106314,1
106315,1
106315,0
106315,1
106316,1
106316,1
106316,1
106316,1
106317,1
106317,1
106317,1
106317,1
106317,1
106317,1
106318,1
106318,1
106318,1
106318,1
106319,1
106319,1
106319,1
106319,1
106319,1
106319,0
106319,1
106319,1
106320,1
106320,1
106320,1
106320,1
106320,1
106321,1
106321,1
106321,1
106322,1
106322,1
106322,1
106322,1
106322,1
106323,1
106323,1
106323,1
106323,1
106324,1
106324,1
106324,1
106324,1
106324,1
106324,1
106325,1
106325,1
106325,1
106325,1
106325,1
106325,1
106325,1
106325,1
106325,1
106326,1
106327,1
106327,1
106327,1
106327,1
106327,1
106327,1
106327,1
106327,1
106327,1
106328,1
106328,1
106329,1
106329,1
106332,0
106332,0
106332,1
106332,0
106332,1
106332,1
106333,1
106333,1
106333,1
106333,1
106333,1
106333,1
106334,1
106334,1
106334,1
106335,1
106335,1
106335,1
106335,1
106335,1
106337,1
106338,1
106339,1
106339,1
106339,1
106339,1
106340,1
106340,0
106340,1
106341,1
106341,1
106341,1
106341,1
106341,1
106341,1
106342,1
106342,1
106342,1
106342,1
106343,1
106343,1
106343,1
106343,1
106343,1
106343,1
106344,1
106344,1
106344,1
106345,1
106345,0
106346,1
106346,1
106346,1
106346,1
106346,1
106346,1
106347,1
106348,1
106348,1
106348,0
106348,1
106348,1
106348,1
106348,1
106349,1
106349,1
106349,1
106349,1
106349,1
106349,1
106349,1
106349,1
106350,1
106350,1
106350,1
106350,1
106350,1
106350,1
106351,1
106351,1
106351,1
106351,1
106351,1
106351,1
106351,0
106352,1
106352,1
106352,1
106352,1
106352,1
106352,1
106352,1
106352,1
106352,1
106354,1
106354,1
106354,1
106354,1
106356,1
106356,1
106356,1
106356,1
106356,0
106356,1
106358,0
106358,1
106358,1
106358,1
106358,1
106358,1
106361,1
106361,1
106361,1
106362,1
106362,1
106363,1
106363,1
106363,1
106363,1
106363,0
106363,1
106363,1
106363,1
106363,1
106364,1
106364,1
106364,1
106364,1
106364,1
106364,1
106364,1
106364,1
106365,1
106365,1
106366,1
106366,1
106366,1
106366,1
106366,1
106366,1
106366,1
106366,1
106367,1
106367,1
106367,1
106367,1
106367,1
106368,1
106368,1
106369,1
106369,1
106369,1
106369,1
106369,1
106369,1
106370,1
106370,0
106370,1
106370,0
106370,1
106370,1
106371,1
106371,1
106371,1
106371,1
106371,1
106371,1
106371,1
106372,1
106372,1
106372,1
106372,1
106372,1
106372,1
106373,1
106373,1
106373,1
106373,1
106373,1
106373,1
106373,1
106373,1
106373,1
106375,1
106375,1
106376,0
106376,1
106376,1
106376,0
106376,0
106376,1
106376,0
106376,0
106376,0
106377,1
106377,1
106377,1
106377,1
106377,1
106377,1
106377,1
106377,1
106377,1
106378,1
106378,1
106378,1
106378,1
106378,1
106378,1
106378,1
106379,1
106379,1
106379,1
106379,1
106379,1
106379,1
106380,1
106380,1
106380,1
106380,1
106380,1
106380,1
106380,1
106380,1
106381,1
106381,1
106381,1
106381,1
106383,1
106383,1
106383,1
106384,0
106384,1
106384,0
106385,1
106385,1
106385,1
106385,1
106385,1
106385,1
106386,1
106386,1
106386,1
106386,1
106386,1
106387,0
106387,0
106387,0
106388,1
106388,1
106388,1
106388,1
106388,1
106388,1
106390,1
106390,1
106390,1
106390,1
106390,1
106390,1
106390,1
106390,1
106390,1
106391,0
106393,1
106393,1
106393,1
106394,1
106394,1
106395,0
106395,1
106395,1
106395,0
106395,1
106395,1
106396,1
106396,1
106396,1
106396,1
106396,1
106396,1
106396,1
106396,1
106397,1
106397,1
106397,1
106397,1
106398,1
106398,1
106398,1
106399,1
106399,1
106399,1
106399,1
106399,1
106399,1
106399,1
106399,1
106399,0
106400,0
106400,0
106400,0
106400,1
106400,1
106400,1
106401,0
106402,1
106402,1
106402,1
106402,1
106402,1
106402,1
106403,1
106403,1
106403,1
106403,1
106403,1
106403,1
106403,1
106403,1
106403,1
106404,1
106404,1
106404,1
106405,1
106405,0
106405,1
106405,1
106405,0
106405,1
106405,1
106405,1
106406,1
106407,1
106407,1
106408,0
106409,1
106409,1
106411,1
106412,1
106412,1
106412,1
106412,1
106412,1
106414,1
106415,1
106415,1
106415,1
106415,1
106415,1
106416,0
106416,1
106416,1
106416,1
106416,1
106416,1
106416,1
106416,1
106417,1
106417,0
106417,0
106417,1
106417,1
106417,1
106418,1
106418,1
106418,0
106418,1
106418,1
106418,1
106418,1
106419,1
106419,1
106419,1
106419,1
106419,1
106419,1
106419,1
106419,1
106419,1
106420,1
106420,1
106420,1
106420,1
106420,1
106420,1
106422,1
106423,1
106424,1
106424,1
106424,1
106424,1
106424,1
106424,0
106425,1
106425,1
106425,1
106425,1
106425,1
106425,1
106425,1
106425,1
106425,1
106426,1
106427,1
106427,1
106428,1
106429,0
106429,1
106430,1
106430,1
106430,0
106432,1
106432,1
106432,1
106432,1
106432,1
106432,1
106432,1
106432,1
106433,1
106433,1
106433,1
106433,1
106433,1
106433,1
106433,1
106433,1
106433,1
106434,1
106434,1
106434,1
106434,1
106435,1
106435,1
106435,1
106435,1
106435,1
106435,1
106436,1
106436,1
106436,1
106437,1
106438,1
106438,1
106439,1
106439,1
106439,1
106439,1
106440,0
106440,0
106440,1
106440,0
106440,1
106440,0
106440,0
106442,1
106442,1
106442,1
106442,1
106442,1
106442,1
106443,1
106443,1
106443,1
106443,1
106443,1
106443,1
106443,1
106445,1
106445,1
106446,1
106447,1
106447,1
106447,1
106447,1
106447,1
106447,1
106447,1
106447,1
106448,1
106448,1
106448,1
106449,1
106449,1
106449,1
106449,1
106449,1
106449,1
106449,1
106449,1
106450,0
106450,0
106450,0
106451,1
106452,1
106452,1
106452,1
106452,1
106452,1
106453,0
106454,1
106454,1
106454,1
106454,1
106455,1
106456,1
106456,1
106456,1
106456,1
106456,0
106456,0
106458,1
106458,1
106458,1
106458,1
106458,1
106458,1
106458,1
106459,0
106460,1
106460,1
106460,1
106460,1
106460,1
106461,0
106461,0
106461,1
106461,0
106461,1
106461,0
106461,0
106461,0
106462,1
106462,1
106462,1
106462,1
106462,1
106462,1
106462,1
106462,1
106462,1
106463,1
106463,1
106463,1
106463,1
106463,1
106463,1
106463,1
106463,1
106464,1
106464,1
106464,1
106464,1
106464,1
106464,1
106464,1
106464,1
106464,1
106465,1
106465,1
106465,1
106465,1
106465,1
106465,1
106465,1
106466,1
106466,1
106466,1
106466,1
106466,1
106466,1
106466,1
106466,1
106467,1
106467,1
106467,1
106467,1
106467,1
106467,1
106467,1
106468,1
106468,1
106468,1
106469,1
106469,1
106469,1
106471,1
106472,1
106472,0
106472,1
106472,1
106472,1
106472,1
106472,1
106472,1
106474,1
106474,1
106474,1
106475,1
106475,1
106475,1
106475,1
106475,1
106475,1
106475,1
106475,1
106475,1
106477,1
106477,1
106477,1
106477,1
106478,1
106478,1
106478,1
106479,1
106479,1
106479,1
106479,1
106479,0
106479,0
106479,1
106480,1
106481,1
106481,1
106481,1
106481,1
106481,1
106481,1
106481,1
106481,1
106481,1
106483,1
106483,1
106483,1
106483,1
106484,1
106484,1
106484,1
106486,1
106486,1
106486,1
106486,1
106486,1
106487,1
106487,1
106487,1
106487,1
106487,1
106487,1
106487,1
106487,1
106487,1
106488,1
106488,1
106488,1
106488,1
106488,0
106488,1
106488,1
106488,1
106488,1
106489,1
106489,0
106489,1
106489,0
106489,1
106490,1
106490,1
106490,1
106490,1
106490,1
106490,1
106490,1
106490,1
106490,1
106491,1
106491,1
106491,1
106491,1
106492,1
106492,1
106492,1
106492,1
106492,1
106492,0
106492,0
106493,1
106493,1
106493,1
106493,1
106493,1
106493,1
106493,1
106493,1
106494,1
106494,1
106495,1
106495,1
106495,1
106495,1
106495,1
106495,1
106495,1
106495,1
106496,1
106497,0
106497,1
106497,1
106497,1
106497,1
106497,1
106498,1
106498,1
106498,1
106501,1
106501,1
106501,1
106501,1
106502,1
106502,1
106502,1
106502,1
106502,1
106502,1
106502,0
106502,1
106502,1
106503,1
106503,1
106503,1
106503,1
106503,1
106503,1
106503,1
106504,1
106504,0
106504,1
106506,1
106507,1
106508,1
106508,0
106509,1
106509,1
106509,1
106509,1
106509,1
106510,1
106510,1
106510,1
106510,1
106510,1
106511,1
106511,1
106512,1
106512,1
106512,1
106512,1
106512,1
106512,1
106512,1
106513,1
106514,1
106514,1
106514,1
106514,1
106514,1
106514,1
106514,1
106515,1
106515,1
106515,1
106515,1
106515,1
106516,1
106516,1
106516,1
106516,1
106516,1
106516,1
106516,1
106516,1
106516,1
106517,1
106517,1
106517,1
106517,1
106517,0
106517,0
106518,1
106518,1
106518,1
106519,1
106519,1
106519,1
106519,1
106519,1
106519,1
106520,1
106520,1
106520,1
106520,1
106520,1
106520,1
106520,1
106521,1
106522,0
106522,1
106522,1
106522,1
106522,1
106523,0
106523,1
106524,1
106524,1
106524,1
106524,1
106525,1
106525,1
106525,0
106525,0
106526,1
106526,1
106526,1
106526,1
106526,1
106526,1
106527,1
106527,1
106527,1
106527,1
106527,0
106527,1
106527,1
106527,1
106529,1
106530,1
106530,1
106530,1
106530,1
106530,1
106530,1
106531,1
106531,1
106531,0
106531,0
106531,1
106531,1
106531,1
106531,1
106532,1
106533,1
106533,1
106533,1
106533,1
106533,1
106533,1
106533,1
106534,1
106534,1
106534,0
106534,1
106534,1
106535,1
106535,1
106536,1
106536,1
106536,0
106536,1
106536,0
106536,1
106538,1
106541,1
106541,1
106541,1
106541,1
106541,1
106542,1
106542,1
106543,1
106543,1
106543,1
106543,1
106543,1
106544,1
106544,1
106544,1
106544,1
106544,1
106544,1
106544,1
106544,1
106544,1
106545,1
106547,1
106547,1
106547,1
106547,1
106547,1
106547,1
106547,1
106547,1
106547,1
106548,1
106548,1
106548,1
106548,1
106548,1
106548,1
106549,1
106549,1
106549,1
106549,1
106549,1
106549,1
106550,1
106550,1
106553,1
106553,1
106554,1
106554,1
106554,1
106554,1
106556,1
106556,1
106557,1
106557,1
106557,1
106558,1
106559,1
106559,0
106560,1
106560,1
106560,1
106562,0
106562,1
106562,0
106562,0
106562,1
106563,1
106563,0
106564,1
106564,1
106564,1
106564,1
106564,1
106564,1
106564,1
106564,1
106564,1
106565,1
106566,1
106566,1
106566,1
106566,1
106566,1
106567,1
106567,1
106568,1
106569,1
106569,1
106570,1
106570,1
106570,1
106570,1
106570,1
106570,1
106570,1
106570,1
106572,1
106572,0
106572,1
106572,0
106572,1
106572,1
106572,1
106572,1
106572,0
106573,1
106573,1
106573,1
106574,0
106574,1
106575,1
106575,1
106575,1
106576,1
106576,1
106576,1
106576,1
106576,1
106576,1
106577,1
106577,1
106577,1
106577,1
106577,1
106577,1
106580,1
106580,1
106580,1
106580,1
106580,1
106581,1
106581,0
106582,1
106583,1
106583,1
106583,1
106583,1
106583,1
106583,1
106583,1
106583,1
106583,1
106584,1
106585,1
106585,1
106585,1
106585,1
106585,1
106586,1
106588,1
106588,1
106588,1
106588,1
106588,1
106588,1
106588,1
106590,1
106590,1
106590,1
106590,1
106590,1
106590,1
106591,0
106591,1
106592,1
106592,1
106592,1
106593,1
106593,1
106593,1
106593,1
106593,1
106593,1
106595,1
106595,1
106595,1
106595,1
106595,1
106595,1
106595,1
106596,1
106596,1
106596,1
106596,1
106596,1
106597,0
106597,1
106598,1
106598,1
106598,1
106598,1
106598,1
106598,1
106599,1
106599,1
106599,1
106599,1
106599,1
106600,1
106600,1
106600,1
106600,1
106600,1
106600,1
106600,1
106601,1
106601,1
106601,1
106601,1
106602,1
106602,1
106602,1
106603,1
106603,1
106604,1
106606,1
106606,1
106606,1
106606,1
106607,1
106607,1
106607,1
106607,1
106607,1
106607,1
106607,1
106607,1
106608,1
106609,1
106609,1
106609,1
106609,1
106611,0
106611,1
106611,1
106611,1
106611,1
106611,1
106611,1
106611,0
106611,1
106612,1
106612,1
106612,1
106612,1
106612,1
106613,1
106613,1
106613,1
106613,1
106614,1
106614,1
106615,1
106615,1
106615,1
106616,1
106616,1
106619,1
106620,1
106620,1
106620,1
106620,1
106620,1
106620,1
106620,1
106620,1
106620,1
106621,1
106621,1
106621,0
106621,1
106621,1
106621,1
106621,1
106622,1
106622,1
106622,1
106623,1
106623,0
106624,1
106625,0
106625,1
106626,1
106626,1
106626,1
106626,0
106626,1
106626,1
106626,1
106627,1
106627,1
106629,1
106629,1
106629,1
106629,1
106630,1
106630,1
106631,1
106633,1
106633,1
106633,1
106633,1
106633,1
106633,1
106633,1
106633,1
106633,1
106634,1
106636,1
106638,1
106638,1
106638,1
106638,1
106638,1
106638,1
106638,1
106638,1
106638,1
106639,1
106639,1
106640,1
106640,1
106640,1
106640,1
106640,1
106640,0
106642,1
106643,1
106643,1
106643,1
106643,0
106643,1
106643,1
106644,1
106644,1
106645,1
106645,1
106645,1
106645,1
106645,1
106645,1
106646,1
106646,1
106646,1
106646,1
106646,1
106646,1
106646,1
106646,1
106647,1
106647,1
106647,0
106647,0
106647,0
106649,1
106650,1
106650,1
106651,1
106651,0
106651,1
106651,0
106651,1
106651,1
106652,1
106652,1
106652,1
106652,1
106652,1
106652,1
106652,1
106652,1
106652,1
106653,1
106653,1
106653,1
106653,1
106653,1
106653,1
106654,1
106654,1
106654,1
106654,1
106654,1
106654,0
106654,1
106654,1
106654,0
106656,1
106656,1
106656,1
106658,1
106658,1
106658,1
