event,elapsed_seconds,evaluation,iteration,log_likelihood,negative_log_likelihood,best_log_likelihood
evaluation,501.615413,461,4,-810738.650006,810738.650006,-810738.650006
evaluation,502.653777,462,4,-810738.650008,810738.650008,-810738.650006
evaluation,503.657565,463,4,-810738.650013,810738.650013,-810738.650006
evaluation,504.662193,464,4,-810738.649988,810738.649988,-810738.649988
evaluation,505.697652,465,4,-810738.650001,810738.650001,-810738.649988
evaluation,506.734535,466,4,-810738.650011,810738.650011,-810738.649988
evaluation,507.862299,467,4,-810738.650011,810738.650011,-810738.649988
evaluation,508.927137,468,4,-810738.650025,810738.650025,-810738.649988
evaluation,510.010931,469,4,-810738.650002,810738.650002,-810738.649988
evaluation,511.089131,470,4,-810738.650006,810738.650006,-810738.649988
evaluation,512.261897,471,4,-810738.650006,810738.650006,-810738.649988
evaluation,513.342787,472,4,-810738.650001,810738.650001,-810738.649988
evaluation,514.375434,473,4,-810738.649968,810738.649968,-810738.649968
evaluation,515.372070,474,4,-810738.650001,810738.650001,-810738.649968
evaluation,516.464131,475,4,-810738.649989,810738.649989,-810738.649968
evaluation,517.609823,476,4,-810738.64999,810738.64999,-810738.649968
evaluation,518.745943,477,4,-810738.650023,810738.650023,-810738.649968
evaluation,519.761205,478,4,-810738.649988,810738.649988,-810738.649968
evaluation,520.777044,479,4,-810738.649988,810738.649988,-810738.649968
evaluation,521.793021,480,4,-810738.650005,810738.650005,-810738.649968
evaluation,522.806638,481,4,-810738.650005,810738.650005,-810738.649968
evaluation,523.785000,482,4,-810738.650019,810738.650019,-810738.649968
evaluation,524.868253,483,4,-810738.650009,810738.650009,-810738.649968
evaluation,525.970659,484,4,-810738.650008,810738.650008,-810738.649968
evaluation,527.120426,485,4,-810738.650011,810738.650011,-810738.649968
evaluation,528.255575,486,4,-810738.650022,810738.650022,-810738.649968
evaluation,529.305651,487,4,-810738.650011,810738.650011,-810738.649968
evaluation,530.440996,488,4,-810738.650007,810738.650007,-810738.649968
evaluation,531.526466,489,4,-810738.650017,810738.650017,-810738.649968
evaluation,532.629251,490,4,-810738.650015,810738.650015,-810738.649968
evaluation,533.849401,491,4,-810738.649987,810738.649987,-810738.649968
evaluation,535.061039,492,4,-810738.650015,810738.650015,-810738.649968
evaluation,536.412704,493,4,-810738.650005,810738.650005,-810738.649968
evaluation,537.643968,494,4,-810738.650013,810738.650013,-810738.649968
evaluation,538.819161,495,4,-810738.650031,810738.650031,-810738.649968
evaluation,539.886179,496,4,-810738.650019,810738.650019,-810738.649968
evaluation,540.951584,497,4,-810738.65002,810738.65002,-810738.649968
evaluation,542.054423,498,4,-810738.649983,810738.649983,-810738.649968
evaluation,543.267324,499,4,-810738.649988,810738.649988,-810738.649968
evaluation,544.593958,500,4,-810738.650003,810738.650003,-810738.649968
evaluation,545.800135,501,4,-810738.649983,810738.649983,-810738.649968
evaluation,546.852014,502,4,-810738.649988,810738.649988,-810738.649968
evaluation,547.881608,503,4,-810738.650019,810738.650019,-810738.649968
evaluation,548.914962,504,4,-810738.650013,810738.650013,-810738.649968
evaluation,549.967511,505,4,-810738.649994,810738.649994,-810738.649968
evaluation,551.023578,506,4,-810738.649992,810738.649992,-810738.649968
evaluation,552.114849,507,4,-810738.64998,810738.64998,-810738.649968
evaluation,553.177943,508,4,-810738.650009,810738.650009,-810738.649968
evaluation,554.219274,509,4,-810738.650011,810738.650011,-810738.649968
evaluation,555.328030,510,4,-810738.65,810738.65,-810738.649968
evaluation,556.510995,511,4,-810738.65001,810738.65001,-810738.649968
evaluation,557.773004,512,4,-810738.650002,810738.650002,-810738.649968
evaluation,558.867495,513,4,-810738.650007,810738.650007,-810738.649968
evaluation,559.916796,514,4,-810738.650006,810738.650006,-810738.649968
evaluation,560.977931,515,4,-810738.650005,810738.650005,-810738.649968
evaluation,562.007668,516,4,-810738.650003,810738.650003,-810738.649968
evaluation,563.013559,517,4,-810738.65001,810738.65001,-810738.649968
evaluation,563.983606,518,4,-810738.650002,810738.650002,-810738.649968
evaluation,565.012285,519,4,-810738.650001,810738.650001,-810738.649968
evaluation,566.123144,520,4,-810738.649994,810738.649994,-810738.649968
evaluation,567.234723,521,4,-810738.64999,810738.64999,-810738.649968
evaluation,568.183957,522,4,-810738.649997,810738.649997,-810738.649968
evaluation,569.163701,523,4,-810738.650003,810738.650003,-810738.649968
evaluation,570.165426,524,4,-810738.649998,810738.649998,-810738.649968
evaluation,571.147322,525,4,-810738.649995,810738.649995,-810738.649968
evaluation,572.164776,526,4,-810738.650001,810738.650001,-810738.649968
evaluation,573.180577,527,4,-810738.650033,810738.650033,-810738.649968
evaluation,574.255394,528,4,-810738.650003,810738.650003,-810738.649968
evaluation,575.451289,529,4,-810738.650001,810738.650001,-810738.649968
evaluation,576.579675,530,4,-810738.650004,810738.650004,-810738.649968
evaluation,577.670233,531,4,-810738.65001,810738.65001,-810738.649968
evaluation,578.945165,532,4,-810738.650008,810738.650008,-810738.649968
evaluation,580.113830,533,4,-810738.65,810738.65,-810738.649968
evaluation,581.367893,534,4,-810738.649997,810738.649997,-810738.649968
evaluation,582.488685,535,4,-810738.65,810738.65,-810738.649968
evaluation,583.742198,536,4,-810738.650004,810738.650004,-810738.649968
evaluation,584.903652,537,4,-810738.64999,810738.64999,-810738.649968
evaluation,586.088794,538,4,-810738.650001,810738.650001,-810738.649968
evaluation,587.276744,539,4,-810738.65,810738.65,-810738.649968
evaluation,588.432573,540,4,-810738.649998,810738.649998,-810738.649968
evaluation,589.620878,541,4,-810738.649991,810738.649991,-810738.649968
evaluation,590.759286,542,4,-810738.65,810738.65,-810738.649968
evaluation,591.887789,543,4,-810738.650008,810738.650008,-810738.649968
evaluation,592.971898,544,4,-810738.650011,810738.650011,-810738.649968
evaluation,594.083191,545,4,-810738.650023,810738.650023,-810738.649968
evaluation,595.212073,546,4,-810738.649998,810738.649998,-810738.649968
evaluation,596.298132,547,4,-810738.649997,810738.649997,-810738.649968
evaluation,597.370389,548,4,-810738.650001,810738.650001,-810738.649968
evaluation,598.417584,549,4,-810738.650028,810738.650028,-810738.649968
evaluation,599.455629,550,4,-810738.650001,810738.650001,-810738.649968
evaluation,600.506380,551,4,-810738.649997,810738.649997,-810738.649968
evaluation,601.613853,552,4,-810738.650004,810738.650004,-810738.649968
iteration,602.686579,552,5,-810738.650006,810738.650006,-810738.649968
